,Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?",extra_criteria,Description,Chapter,Section
136,1229,"Assault with dangerous weapon on elder 60 or over, subsq. off.  Ch. 265 S 15B(a)",Other Assaults,18.0,Person,3,Felony,,,,,,No,Ch 265 Felony,,"ASSAULT WITH DANGEROUS WEAPON ON ELDER 60 OR OVER, SUBSQ. OFF. ",265,15B(a)
137,1186,"Assault, aggravated  Ch. 265 S 13A(b)",Aggravated Assault,18.0,Person,3,Felony,,,,,,No,Ch 265 Felony,,"ASSAULT, AGGRAVATED ",265,13A(b)
138,307,Assuming to be an officer,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,ASSUMING TO BE AN OFFICER,,
139,223,"Attaching wrong plates-124p, 124b",All Other Offense (except traffic),34.0,Motor Vehicle,1,Misdemeanor,,,,,,Yes,,,"ATTACHING WRONG PLATES-124P, 124B",,
140,347,Attempt to commit a crime,All Other Offense (except traffic),,Public Order,U-1,Misdemeanor,,,,,,Yes,,,ATTEMPT TO COMMIT A CRIME,,
141,126,Attempt to commit any b&e daytime offense,All Other Offense (except traffic),26.0,Property,2,Misdemeanor,,,,,,Yes,,,ATTEMPT TO COMMIT ANY B&E DAYTIME OFFENSE,,
142,1556,"Attempt to commit crime, 5-year felony or greater  Ch. 274 S 6",All Other Offense (except traffic),17.0,Public Order,U-1,Felony,,,,,,No,178C Sex Offense,,"ATTEMPT TO COMMIT CRIME, 5-YEAR FELONY OR GREATER ",274,6
143,1554,"Attempt to commit crime, Larceny  Ch. 274 S 6",All Other Offense (except traffic),35.0,Public Order,U-1,Misdemeanor,,,,,,Yes,,,"ATTEMPT TO COMMIT CRIME, LARCENY ",274,6
144,1557,"Attempt to commit crime, punishable by death  Ch. 274 S 6",All Other Offense (except traffic),2.0,Person,U-1,Felony,,,,,,No,178C Sex Offense,punishable by death,"ATTEMPT TO COMMIT CRIME, PUNISHABLE BY DEATH ",274,6
145,1555,"Attempt to commit crime, under 5-year felony or misdemeanor  Ch. 274 S 6",All Other Offense (except traffic),23.0,Public Order,U-1,Misdemeanor,,,,,,No,178C Sex Offense,,"ATTEMPT TO COMMIT CRIME, UNDER 5-YEAR FELONY OR MISDEMEANOR ",274,6
146,132,Attempt to commit larceny less offenses,Larceny-Theft (except Motor vehicle theft),32.0,Property,1,Misdemeanor,,,,,,Yes,,,ATTEMPT TO COMMIT LARCENY LESS OFFENSES,,
147,149,Attempt to commit larceny more offenses,Larceny-Theft (except Motor vehicle theft),32.0,Property,1,Misdemeanor,,,,,,Yes,,,ATTEMPT TO COMMIT LARCENY MORE OFFENSES,,
148,81,Attempt to kidnap,All Other Offense (except traffic),18.0,Person,3,Felony,,,,,,Yes,,,ATTEMPT TO KIDNAP,,
149,75,Attempted armed robbery,Robbery,18.0,Person,3,Felony,,,,,,No,Armed w dangerous weapon,,ATTEMPTED ARMED ROBBERY,,
150,105,Attempted arson,Arson,20.0,Property,3,Felony,,,,,,Yes,,,ATTEMPTED ARSON,,
151,125,Attempted b&e daytime,Burglary – Breaking or Entering,26.0,Property,2,Misdemeanor,,,,,,Yes,,,ATTEMPTED B&E DAYTIME,,
152,116,Attempted b&e night,Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,ATTEMPTED B&E NIGHT,,
153,21,Attempted murder,Murder and nonnegligent manslaughter,7.0,Person,5,Felony,,,,,,No,Death or serious injury,,ATTEMPTED MURDER,,
154,54,Attempted rape,Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,,,,No,Death or serious injury,,ATTEMPTED RAPE,,
155,94,"Attempted threats, bribery or conspiracy",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"ATTEMPTED THREATS, BRIBERY OR CONSPIRACY",,
156,76,Attempted unarmed robbery,Robbery,24.0,Person,2,Felony,,,,,,Yes,,,ATTEMPTED UNARMED ROBBERY,,
157,120,B&e,Burglary – Breaking or Entering,26.0,Property,2,Misdemeanor,,,,,,Yes,,,B&E,,
158,115,B&e & larceny at night (Dwelling),Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E & LARCENY AT NIGHT (DWELLING),,
159,119,B&e (felony) (Dwelling),Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,B&E (FELONY) (DWELLING),,
160,118,B&e (felony) (Non-dwelling),Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E (FELONY) (NON-DWELLING),,
161,117,B&e at night with intent to commit a felony (Dwelling),Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E AT NIGHT WITH INTENT TO COMMIT A FELONY (DWELLING),,
162,1331,"B&E building, ship, or vehicle at night, for felony, dwelling  Ch. 266 S 16",Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,"B&E BUILDING, SHIP, OR VEHICLE AT NIGHT, FOR FELONY, DWELLING ",266,16
163,1330,"B&E building, ship, or vehicle at night, for felony, non-dwelling  Ch. 266 S 16",Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,"B&E BUILDING, SHIP, OR VEHICLE AT NIGHT, FOR FELONY, NON-DWELLING ",266,16
164,1334,"B&E building, ship, or vehicle, for misdemeanor  Ch. 266 S 16A",Burglary – Breaking or Entering,26.0,Property,2,Misdemeanor,,,,,,Yes,,,"B&E BUILDING, SHIP, OR VEHICLE, FOR MISDEMEANOR ",266,16A
165,127,B&e d/t w/intent to commit a felony (Dwelling),Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,B&E D/T W/INTENT TO COMMIT A FELONY (DWELLING),,
166,1336,"B&E daytime or enter at night, for felony, person in fear, dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,14.0,Property,4,Felony,,,,,,Yes,,unarmed,"B&E DAYTIME OR ENTER AT NIGHT, FOR FELONY, PERSON IN FEAR, DWELLING ",266,17
167,1335,"B&E daytime or enter at night, for felony, person in fear, non-dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,14.0,Property,4,Felony,,,,,,Yes,,unarmed,"B&E DAYTIME OR ENTER AT NIGHT, FOR FELONY, PERSON IN FEAR, NON-DWELLING ",266,17
168,1338,"B&E daytime or enter at night, for felony, with firearm, person in fear, dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,8.0,Property,5,Felony,,,,,,No,Armed w dangerous weapon,armed,"B&E DAYTIME OR ENTER AT NIGHT, FOR FELONY, WITH FIREARM, PERSON IN FEAR, DWELLING ",266,17
169,1337,"B&E daytime or enter at night, for felony, with firearm, person in fear, non-dwelling  Ch. 266 S 17",Burglary – Breaking or Entering,8.0,Property,5,Felony,,,,,,No,Armed w dangerous weapon,armed,"B&E DAYTIME OR ENTER AT NIGHT, FOR FELONY, WITH FIREARM, PERSON IN FEAR, NON-DWELLING ",266,17
170,123,B&e daytime w/intent to commit misdemeanor,Burglary – Breaking or Entering,26.0,Property,2,Misdemeanor,,,,,,Yes,,,B&E DAYTIME W/INTENT TO COMMIT MISDEMEANOR,,
171,1340,"B&E daytime, for felony, dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,unarmed,"B&E DAYTIME, FOR FELONY, DWELLING ",266,18
172,1339,"B&E daytime, for felony, non-dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,unarmed,"B&E DAYTIME, FOR FELONY, NON-DWELLING ",266,18
173,1342,"B&E daytime, for felony, with firearm, dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,8.0,Property,5,Felony,,,,,,No,Armed w dangerous weapon,armed,"B&E DAYTIME, FOR FELONY, WITH FIREARM, DWELLING ",266,18
174,1341,"B&E daytime, for felony, with firearm, non-dwelling  Ch. 266 S 18",Burglary – Breaking or Entering,8.0,Property,5,Felony,,,,,,No,Armed w dangerous weapon,armed,"B&E DAYTIME, FOR FELONY, WITH FIREARM, NON-DWELLING ",266,18
175,1324,"B&E dwelling at night (burglary), for felony, armed or assault on occupants  Ch. 266 S 14",Burglary – Breaking or Entering,4.0,Property,6,Felony,,,,,,No,,armed,"B&E DWELLING AT NIGHT (BURGLARY), FOR FELONY, ARMED OR ASSAULT ON OCCUPANTS ",266,14
176,1325,"B&E dwelling at night (burglary), for felony, armed or assault on occupants, subsq.  Ch. 266 S 14",Burglary – Breaking or Entering,4.0,Property,6,Felony,,,,,,No,,armed,"B&E DWELLING AT NIGHT (BURGLARY), FOR FELONY, ARMED OR ASSAULT ON OCCUPANTS, SUBSQ. ",266,14
177,1328,"B&E dwelling at night (burglary), for felony, unarmed, no assault on occupants  Ch. 266 S 15",Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,"B&E DWELLING AT NIGHT (BURGLARY), FOR FELONY, UNARMED, NO ASSAULT ON OCCUPANTS ",266,15
178,1329,"B&E dwelling at night (burglary), for felony, unarmed, no assault on occupants, subsq.  Ch. 266 S 15",Burglary – Breaking or Entering,14.0,Property,4,Felony,,,,,,Yes,,,"B&E DWELLING AT NIGHT (BURGLARY), FOR FELONY, UNARMED, NO ASSAULT ON OCCUPANTS, SUBSQ. ",266,15
179,1326,"B&E dwelling at night (burglary), for felony, with firearm  Ch. 266 S 14",Burglary – Breaking or Entering,4.0,Property,6,Felony,,,,,,No,Armed w dangerous weapon,armed,"B&E DWELLING AT NIGHT (BURGLARY), FOR FELONY, WITH FIREARM ",266,14
180,1327,"B&E dwelling at night (burglary), for felony, with firearm, subsq.  Ch. 266 S 14",Burglary – Breaking or Entering,4.0,Property,6,Felony,,,,,,No,Armed w dangerous weapon,armed,"B&E DWELLING AT NIGHT (BURGLARY), FOR FELONY, WITH FIREARM, SUBSQ. ",266,14
181,122,B&e motor vehicle,Burglary – Breaking or Entering,26.0,Property,2,Misdemeanor,,,,,,Yes,,,B&E MOTOR VEHICLE,,
182,107,B&e nighttime (Dwelling),Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,B&E NIGHTTIME (DWELLING),,
183,106,B&e nighttime (Non-dwelling),Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E NIGHTTIME (NON-DWELLING),,
184,110,B&e nighttime a building or ship (Non-dwelling),Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E NIGHTTIME A BUILDING OR SHIP (NON-DWELLING),,
185,1346,"B&E or enter at night railroad car, for felony  Ch. 266 S 19",Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,"B&E OR ENTER AT NIGHT RAILROAD CAR, FOR FELONY ",266,19
186,1350,"B&E or enter truck, trailer, or freight container, for felony  Ch. 266 S 20A",Burglary – Breaking or Entering,26.0,Property,2,Misdemeanor,,,,,,Yes,,,"B&E OR ENTER TRUCK, TRAILER, OR FREIGHT CONTAINER, FOR FELONY ",266,20A
187,114,B&e railroad car,Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E RAILROAD CAR,,
188,111,B&e with intent to commit a felony,Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E WITH INTENT TO COMMIT A FELONY,,
189,112,B&e with intent to commit a larceny,Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E WITH INTENT TO COMMIT A LARCENY,,
190,121,B&e&l,Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,B&E&L,,
191,1483,"BB gun/air rifle, possess or shoot in public place  Ch. 269 S 12B","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,"BB GUN/AIR RIFLE, POSSESS OR SHOOT IN PUBLIC PLACE ",269,12B
192,1482,"BB gun/air rifle, sell/give to minor  Ch. 269 S 12A","Weapons (carrying, possessing)",31.0,Weapons,1,Misdemeanor,,,,,,Yes,,,"BB GUN/AIR RIFLE, SELL/GIVE TO MINOR ",269,12A
193,250,Being present where an illegal firearm is kept,"Weapons (carrying, possessing)",31.0,Weapons,1,Misdemeanor,,,,,,Yes,,,BEING PRESENT WHERE AN ILLEGAL FIREARM IS KEPT,,
194,201,Bigamy or polygamy,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,BIGAMY OR POLYGAMY,,
195,1063,"Boat, operate negligently, causing death  Ch. 90B S 8B(2)",All Other Offense (except traffic),18.0,Person,3,Misdemeanor,,,,,,No,Death or serious bodily injury,,"BOAT, OPERATE NEGLIGENTLY, CAUSING DEATH ",90B,8B(2)
196,1064,"Boat, operate recklessly, causing death  Ch. 90B S 8B(2)",All Other Offense (except traffic),12.0,Person,4,Misdemeanor,,,,,,No,Death or serious bodily injury,,"BOAT, OPERATE RECKLESSLY, CAUSING DEATH ",90B,8B(2)
197,1056,"Boat, operate recklessly/negligently  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,"BOAT, OPERATE RECKLESSLY/NEGLIGENTLY ",90B,8(e)(1)
198,1052,"Boat, OUI liquor or drugs  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"BOAT, OUI LIQUOR OR DRUGS ",90B,8(a)(1)(A)
199,1053,"Boat, OUI liquor or drugs, 2nd off.  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"BOAT, OUI LIQUOR OR DRUGS, 2ND OFF. ",90B,8(a)(1)(A)
200,1054,"Boat, OUI liquor or drugs, 3rd off.  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,22.0,Motor Vehicle,3,Misdemeanor,,,,,,Yes,,,"BOAT, OUI LIQUOR OR DRUGS, 3RD OFF. ",90B,8(a)(1)(A)
201,1055,"Boat, OUI liquor or drugs, 4th off.  Ch. 90B S 8(a)(1)(A)",Driving Under the Influence,22.0,Motor Vehicle,3,Felony,,,,,,Yes,,,"BOAT, OUI LIQUOR OR DRUGS, 4TH OFF. ",90B,8(a)(1)(A)
202,1065,"Boat, OUI liquor or drugs, causing death  Ch. 90B S 8B(2)",Driving Under the Influence,12.0,Person,4,Misdemeanor,,,,,,No,Death or serious bodily injury,,"BOAT, OUI LIQUOR OR DRUGS, CAUSING DEATH ",90B,8B(2)
203,1061,"Boat, OUI liquor or drugs, causing serious injury  Ch. 90B S 8A(2)",Driving Under the Influence,22.0,Motor Vehicle,3,Misdemeanor,,,,,,No,Death or serious bodily injury,,"BOAT, OUI LIQUOR OR DRUGS, CAUSING SERIOUS INJURY ",90B,8A(2)
204,1062,"Boat, OUI liquor or drugs, reckless/negligent operation, causing death  Ch. 90B S 8B(1)",Driving Under the Influence,7.0,Person,5,Felony,,,,,,No,Death or serious bodily injury,,"BOAT, OUI LIQUOR OR DRUGS, RECKLESS/NEGLIGENT OPERATION, CAUSING DEATH ",90B,8B(1)
205,1060,"Boat, OUI liquor or drugs, reckless/negligent operation, causing serious injury  Ch. 90B S 8A(1)",Driving Under the Influence,22.0,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury,,"BOAT, OUI LIQUOR OR DRUGS, RECKLESS/NEGLIGENT OPERATION, CAUSING SERIOUS INJURY ",90B,8A(1)
206,1397,"Boat, use without authority  Ch. 266 S 63",All Other Offense (except traffic),34.0,Motor Vehicle,1,Felony,,,,,,Yes,,,"BOAT, USE WITHOUT AUTHORITY ",266,63
207,1057,"Boat, use without authority, 1st off.  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,"BOAT, USE WITHOUT AUTHORITY, 1ST OFF. ",90B,8(e)(1)
208,1058,"Boat, use without authority, 2nd off.  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),28.0,Motor Vehicle,2,Felony,,,,,,Yes,,,"BOAT, USE WITHOUT AUTHORITY, 2ND OFF. ",90B,8(e)(1)
209,1059,"Boat, use without authority, 3rd and subsq. off.  Ch. 90B S 8(e)(1)",All Other Offense (except traffic),22.0,Motor Vehicle,3,Felony,,,,,,Yes,,,"BOAT, USE WITHOUT AUTHORITY, 3RD AND SUBSQ. OFF. ",90B,8(e)(1)
210,1475,"Body armor, use in felony  Ch. 269 S 10D",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,No,Ch 269 S10 a-d violation,,"BODY ARMOR, USE IN FELONY ",269,10D
211,260,Bomb threat,All Other Offense (except traffic),19.0,Weapons,3,Felony,,,,,,Yes,,,BOMB THREAT,,
212,1490,"Bomb threat, false  Ch. 269 S 14(b)",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,"BOMB THREAT, FALSE ",269,14(b)
213,1161,"Bomb/explosives, possess in violation  Ch. 148 S 35","Weapons (carrying, possessing)",19.0,Weapons,3,Misdemeanor,,,,,,Yes,,,"BOMB/EXPLOSIVES, POSSESS IN VIOLATION ",148,35
214,1491,Bomb/hijack threat with serious public alarm  Ch. 269 S 14(c),All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,BOMB/HIJACK THREAT WITH SERIOUS PUBLIC ALARM ,269,14(c)
215,289,Boxing matches,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,BOXING MATCHES,,
216,1333,"Break safe or vault, for larceny or felony, or attempt, dwelling  Ch. 266 S 16",Larceny-Theft (except Motor vehicle theft),20.0,Property,3,Felony,,,,,,Yes,,,"BREAK SAFE OR VAULT, FOR LARCENY OR FELONY, OR ATTEMPT, DWELLING ",266,16
217,1332,"Break safe or vault, for larceny or felony, or attempt, non-dwelling  Ch. 266 S 16",Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,"BREAK SAFE OR VAULT, FOR LARCENY OR FELONY, OR ATTEMPT, NON-DWELLING ",266,16
218,171,Breaking glass,Vandalism,32.0,Property,1,Misdemeanor,,,,,,Yes,,,BREAKING GLASS,,
219,86,Bribe,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,BRIBE,,
220,1496,"Bribe, business  Ch. 271 S 39(a)",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,"BRIBE, BUSINESS ",271,39(a)
221,1497,"Bribe, offer or accept/solicit sports  Ch. 271 S 39A",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,"BRIBE, OFFER OR ACCEPT/SOLICIT SPORTS ",271,39A
222,85,Bribery of witness,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,BRIBERY OF WITNESS,,
223,1642,"Building, damage to  Ch. 266 S 104",Vandalism,32.0,Property,1,Misdemeanor,,,,,,Yes,,,"BUILDING, DAMAGE TO ",266,104
224,1391,"Burglarious instrument/MV master key, make or possess  Ch. 266 S 49",Burglary – Breaking or Entering,29.0,Public Order,2,Felony,,,,,,Yes,,,"BURGLARIOUS INSTRUMENT/MV MASTER KEY, MAKE OR POSSESS ",266,49
225,109,Burglary while being armed or making an assault (felony),Burglary – Breaking or Entering,8.0,Property,5,Felony,,,,,,Yes,,,BURGLARY WHILE BEING ARMED OR MAKING AN ASSAULT (FELONY),,
226,108,"Burglary, unarmed",Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,"BURGLARY, UNARMED",,
227,104,Burn a meeting house,Arson,14.0,Property,4,Felony,,,,,,Yes,,,BURN A MEETING HOUSE,,
228,1315,Burn boat/MV/personalty  Ch. 266 S 5,Arson,20.0,Property,3,Felony,,,,,,Yes,,,BURN BOAT/MV/PERSONALTY ,266,5
229,1316,"Burn boat/MV/personalty, attempt to  Ch. 266 S 5A",Arson,26.0,Property,2,Felony,,,,,,Yes,,,"BURN BOAT/MV/PERSONALTY, ATTEMPT TO ",266,5A
230,1314,Burn building/contents  Ch. 266 S 2,Arson,20.0,Property,3,Felony,,,,,,Yes,,,BURN BUILDING/CONTENTS ,266,2
231,1322,"Burn building/MV/personalty to defraud insurer, or attempt to do so  Ch. 266 S 10",Arson,20.0,Property,3,Felony,,,,,,Yes,,,"BURN BUILDING/MV/PERSONALTY TO DEFRAUD INSURER, OR ATTEMPT TO DO SO ",266,10
232,1313,Burn dwelling house (arson)  Ch. 266 S 1,Arson,14.0,Property,4,Felony,,,,,,Yes,,,BURN DWELLING HOUSE (ARSON) ,266,1
233,1317,"Burn dwelling house (arson), attempt to  Ch. 266 S 5A",Arson,20.0,Property,3,Felony,,,,,,Yes,,,"BURN DWELLING HOUSE (ARSON), ATTEMPT TO ",266,5A
234,1318,"Burn public building, attempt to  Ch. 266 S 5A",Arson,20.0,Property,3,Felony,,,,,,Yes,,,"BURN PUBLIC BUILDING, ATTEMPT TO ",266,5A
235,1319,Burn woods  Ch. 266 S 7,Vandalism,26.0,Property,2,Misdemeanor,,,,,,Yes,,,BURN WOODS ,266,7
236,101,Burning a dwelling,Arson,14.0,Property,4,Felony,,,,,,Yes,,,BURNING A DWELLING,,
237,102,Burning an auto,Arson,20.0,Property,3,Felony,,,,,,Yes,,,BURNING AN AUTO,,
238,98,Burning building,Arson,20.0,Property,3,Felony,,,,,,Yes,,,BURNING BUILDING,,
239,99,Burning insured property,Arson,20.0,Property,3,Felony,,,,,,Yes,,,BURNING INSURED PROPERTY,,
240,103,Burning insured property w/i to defraud,Arson,20.0,Property,3,Felony,,,,,,Yes,,,BURNING INSURED PROPERTY W/I TO DEFRAUD,,
241,1164,"Bus/driver, interfere with  Ch. 159A S 31",All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,"BUS/DRIVER, INTERFERE WITH ",159A,31
242,1163,"Bus/railroad car, throwing missile or assaulting  Ch. 159 S 104",Other Assaults,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"BUS/RAILROAD CAR, THROWING MISSILE OR ASSAULTING ",159,104
243,154,Buying and receiving and/or concealing stolen property,"Stolen Property (buying , receiving, possessing)",32.0,Property,1,Misdemeanor,,,,,,Yes,,,BUYING AND RECEIVING AND/OR CONCEALING STOLEN PROPERTY,,
244,1166,"Cable TV/telephone service, obtain by fraud, or attempt, under $5,000   Ch. 166 S 42A",Fraud,29.0,Public Order,2,Felony,,,,,,Yes,,,"CABLE TV/TELEPHONE SERVICE, OBTAIN BY FRAUD, OR ATTEMPT, UNDER $5,000  ",166,42A
245,1211,Caretaker permits abuse on elder/disabled person  Ch. 265 S 13K(d cent),All Other Offense (except traffic),24.0,Person,2,Felony,,,,,,No,Ch 265 Felony,,CARETAKER PERMITS ABUSE ON ELDER/DISABLED PERSON ,265,13K(d cent)
246,234,Carjacking,Robbery,10.0,Motor Vehicle,5,Felony,,,,,,Yes,,,CARJACKING,,
247,1261,Carjacking  Ch. 265 S 21A,Robbery,16.0,Motor Vehicle,4,Felony,,,,,,No,Ch 265 Felony,,CARJACKING ,265,21A
248,235,"Carjacking, armed",Robbery,8.0,Weapons,5,Felony,,,,,,Yes,,,"CARJACKING, ARMED",,
249,1262,"Carjacking, armed  Ch. 265 S 21A",Robbery,7.0,Person,5,Felony,,,,,,No,Ch 265 Felony,,"CARJACKING, ARMED ",265,21A
250,1263,"Carjacking, armed, with firearm  Ch. 265 S 21A",Robbery,2.0,Person,6,Felony,,,,,,No,Ch 265 Felony,,"CARJACKING, ARMED, WITH FIREARM ",265,21A
251,48,Carnal abuse of a female,Sex Offenses (except forcible rape),7.0,Person,5,Felony,,,,,,Yes,,,CARNAL ABUSE OF A FEMALE,,
252,396,Carrying a dangerous weapon in school,"Weapons (carrying, possessing)",19.0,Weapons,3,Misdemeanor,,,,,,Yes,,,CARRYING A DANGEROUS WEAPON IN SCHOOL,,
253,255,Carrying a firearm in a motor vehicle,"Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,CARRYING A FIREARM IN A MOTOR VEHICLE,,
254,424,Carrying dangerous weapon,"Weapons (carrying, possessing)",25.0,Weapons,2,Felony,,,,,,Yes,,,CARRYING DANGEROUS WEAPON,,
255,1580,Check cashing violation Ch. 169A S 2-13,Forgery and Counterfeiting,26.0,Property,2,Misdemeanor,,,,,,Yes,,,CHECK CASHING VIOLATION,169A,2-13
256,1423,"Check, forgery of  Ch. 267 S 1",Forgery and Counterfeiting,29.0,Public Order,2,Felony,,,,,,Yes,,,"CHECK, FORGERY OF ",267,1
257,1518,"Child in nude, disseminate visual material of, with lascivious intent  Ch. 272 S 29B(a)",Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense,,"CHILD IN NUDE, DISSEMINATE VISUAL MATERIAL OF, WITH LASCIVIOUS INTENT ",272,29B(a)
258,1517,"Child in nude, pose/exhibit for visual material, with lascivious intent  Ch. 272 S 29A(a)",Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense,,"CHILD IN NUDE, POSE/EXHIBIT FOR VISUAL MATERIAL, WITH LASCIVIOUS INTENT ",272,29A(a)
259,1520,"Child in sexual act, disseminate visual material of, with lascivious intent  Ch. 272 S 29B(b)",Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense,,"CHILD IN SEXUAL ACT, DISSEMINATE VISUAL MATERIAL OF, WITH LASCIVIOUS INTENT ",272,29B(b)
260,1519,"Child in sexual act, pose/exhibit for visual material, with lascivious intent  Ch. 272 S 29A(b)",Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense,,"CHILD IN SEXUAL ACT, POSE/EXHIBIT FOR VISUAL MATERIAL, WITH LASCIVIOUS INTENT ",272,29A(b)
261,1521,"Child pornography, possession of  Ch. 272 S 29C",Sex Offenses (except forcible rape),23.0,Public Order,3,Felony,,,Yes,Yes,,No,178C Sex Offense,,"CHILD PORNOGRAPHY, POSSESSION OF ",272,29C
262,1140,"Child under 10, abandon  Ch. 119 S 39",Offenses Against Family and Children,24.0,Person,2,Misdemeanor,,,,,,Yes,,,"CHILD UNDER 10, ABANDON ",119,39
263,1207,"Child, permit injury to  Ch. 265 S 13J",Offenses Against Family and Children,18.0,Person,3,Misdemeanor,,,,,,Yes,,,"CHILD, PERMIT INJURY TO ",265,13J
